,Media Source,Date,Text,Compound,Positive,Neutral,Negative,Tweet Count
121,@CBS,Thu May 21 21:41:12 +0000 2020,"RT @Venuseswilliams: What have I gotten myself into?! Check out the @GameOn premiere next week on @CBS!  👀@RobGronkowski, @KeeganMKey, @Bob…",0.0,0.0,1.0,0.0,22
122,@CBS,Thu May 21 21:16:30 +0000 2020,"Stay cool this summer with these summer essentials from the CBS Store. Shop water bottles, tanks, and more now:… https://t.co/IJGW2WKDQO",0.3182,0.108,0.892,0.0,23
123,@CBS,Thu May 21 19:09:57 +0000 2020,RT @joshgroban: I’ll be on @CBSSunday this Sunday morning and doing a Facebook Live chat right after. I love this show and I’m so happy to…,0.8733,0.271,0.729,0.0,24
124,@CBS,Thu May 21 19:01:53 +0000 2020,"RT @letsmakeadeal: Wow, congrats @WayneBrady! 😍 https://t.co/23XI16Wjyv",0.8883,0.6,0.4,0.0,25
125,@CBS,Thu May 21 19:01:16 +0000 2020,RT @BandB_CBS: Congratulations are in order for the #BoldandBeautiful nominees! 💫 Let's give these stars some love for their #DaytimeEmmy n…,0.8172,0.297,0.636,0.067,26
126,@CBS,Thu May 21 19:01:07 +0000 2020,RT @PriceIsRight: Thank you for the nomination! 🤗🙏 https://t.co/7wzVmph9NC,0.68,0.359,0.641,0.0,27
127,@CBS,Thu May 21 18:59:16 +0000 2020,RT @YandR_CBS: Please join us in congratulating these outstanding #YR #DaytimeEmmy nominees! 🏆 Don't miss their big night June 26th only on…,0.8495,0.363,0.637,0.0,28
128,@CBS,Thu May 21 18:58:56 +0000 2020,"RT @TheTalkCBS: Join us in congratulating THE TALK hosts and hard-working crew of @thetalkcbs on 6 @DaytimeEmmys nominations, including OUT…",0.296,0.104,0.896,0.0,29
129,@CBS,Thu May 21 18:56:56 +0000 2020,CBS leads the #DaytimeEmmyAward nominations with 70. Don’t miss the 47th ANNUAL DAYTIME EMMY® AWARDS when it return… https://t.co/Vn1r7YbPHN,0.4824,0.16,0.771,0.069,30
130,@CBS,Thu May 21 18:02:17 +0000 2020,"@MrJerryOC @CBSAllAccess @RebeccaRomijn @PKSubban1 @lindseyvonn @KellyOsbourne We believe in you, Jerry. Also we re… https://t.co/9rWEtYLe39",0.0,0.0,1.0,0.0,31
131,@CBS,Thu May 21 17:56:58 +0000 2020,RT @MrJerryOC: HAIRCUT NIGHT IN AMERICA 10/29 @CBS @CBSAllAccess Really hope I don't burn @RebeccaRomijn hair off. @PKSubban1 @lindseyvonn…,0.4927,0.151,0.849,0.0,32
132,@CBS,Thu May 21 17:06:50 +0000 2020,".@MrJerryOC &amp; @RebeccaRomijn host HAIRCUT NIGHT IN AMERICA, featuring America’s top hair stylists in an at-home DIY… https://t.co/QqLsEFwaZh",0.2023,0.096,0.904,0.0,33
133,@CBS,Thu May 21 00:03:38 +0000 2020,✋ https://t.co/SAa4W8JuVS,0.4939,0.615,0.385,0.0,34
134,@CBS,Wed May 20 23:55:32 +0000 2020,RT @NorahODonnell: A note about broadcasting in the era of COVID-19 https://t.co/oiYGv40JfS,0.0,0.0,1.0,0.0,35
135,@CBS,Wed May 20 23:28:57 +0000 2020,"We have a TV manifest posted for your weekend viewing pleasure. Join us for Titanic on #CBSMovieNight, which sets s… https://t.co/DYyqXFhgg5",0.7096,0.237,0.763,0.0,36
136,@CBS,Wed May 20 21:54:45 +0000 2020,"RT @CBSAllAccess: The Stand is coming. Get your first look at @WhoopiGoldberg as Mother Abigail, Alexander Skarsgård as Randall Flagg, and…",0.0,0.0,1.0,0.0,37
137,@CBS,Wed May 20 21:18:09 +0000 2020,RT @swatcbs: It's all good. Stream #SWAT tonight at 10/9c on @CBS and @CBSAllAccess: https://t.co/ANyt4qWHHf https://t.co/kVC92p7CjT,0.4404,0.162,0.838,0.0,38
138,@CBS,Wed May 20 20:38:30 +0000 2020,RT @BandB_CBS: The next two years just got even more #BoldandBeautiful! 💙 B&amp;B has officially been renewed for two more seasons. Learn more…,0.0,0.0,1.0,0.0,39
139,@CBS,Wed May 20 20:22:21 +0000 2020,Watching Titanic on #CBSMovieNight with your own Jack or Rose from afar this weekend? Feel like KING OF THE WORLD w… https://t.co/lodYy2MQUs,0.3612,0.106,0.894,0.0,40
140,@CBS,Wed May 20 18:55:21 +0000 2020,"RT @THR: After streaming online the past four years, the Daytime Emmys will air on CBS this June https://t.co/fyPW7WutcC",0.0,0.0,1.0,0.0,41
141,@CBS,Wed May 20 18:54:34 +0000 2020,"RT @Variety: CBS to Air Daytime Emmys, Which Returns to TV for the First Time in Five Years https://t.co/OyMqqvHCG5",0.0,0.0,1.0,0.0,42
142,@CBS,Wed May 20 18:53:17 +0000 2020,RT @TVLine: 2020 #DaytimeEmmys to Air on CBS in June; Winners and Guests Will Appear Remotely https://t.co/WViG7EI7t7,0.4767,0.162,0.838,0.0,43
143,@CBS,Wed May 20 18:53:08 +0000 2020,RT @DEADLINE: Daytime Emmys To Air Live Virtual Ceremony On CBS In June; Nominations Coming Thursday https://t.co/Wz1GdJhdhI https://t.co/r…,0.0,0.0,1.0,0.0,44
144,@CBS,Wed May 20 18:52:42 +0000 2020,RT @EW: CBS is bringing back the Daytime Emmys to broadcast TV https://t.co/r30Ziw6Tvn,0.0,0.0,1.0,0.0,45
145,@CBS,Wed May 20 18:30:35 +0000 2020,"Big announcement on @TheTalkCBS today: The 47th ANNUAL DAYTIME EMMY® AWARDS will return to CBS Friday, June 26 at 8… https://t.co/gPmy1Gi0Rb",0.5766,0.151,0.849,0.0,46
146,@CBS,Wed May 20 17:03:13 +0000 2020,Celebrate #AsianPacificAmericanHeritageMonth with @NCISLA's @DanielaRuah and CBS. https://t.co/Wu5JFKLcWN,0.5719,0.346,0.654,0.0,47
147,@CBS,Wed May 20 13:35:21 +0000 2020,"RT @CBSThisMorning: One year ago today, @GayleKing, @AnthonyMasonCBS and @TonyDokoupil started anchoring together on @CBSThisMorning!  

@V…",0.0,0.0,1.0,0.0,48
148,@CBS,Wed May 20 13:32:38 +0000 2020,RT @TheUnicornCBS: Anybody catch @Jeopardy tonight? 👀 https://t.co/SsiHX1n2J0,-0.4767,0.0,0.693,0.307,49
149,@CBS,Tue May 19 23:32:03 +0000 2020,Let us help you make plans for later this year with the  2020-2021 CBS Primetime Schedule. https://t.co/hvQ3WEaevR https://t.co/4LqNExzIiX,0.4019,0.137,0.863,0.0,50
150,@CBS,Tue May 19 23:21:22 +0000 2020,RT @IAMQUEENLATIFAH: I am so excited to be joining the @cbs family as The Equalizer! Coming to your screens Sundays at 8pm this Fall! #TheE…,0.5719,0.134,0.866,0.0,51
151,@CBS,Tue May 19 22:25:51 +0000 2020,"RT @gameon: Elite athletes. Epic challenges. #GameOn premieres Wednesday, May 27 at 8/7c on CBS! https://t.co/j9K1BntSe3",0.1511,0.096,0.904,0.0,52
152,@CBS,Tue May 19 21:24:45 +0000 2020,RT @CBSAllAccess: A fresh show has just hit CBS All Access. Every episode of the military drama 68 Whiskey is ready to binge! #68WhiskeyTV…,0.6239,0.188,0.812,0.0,53
153,@CBS,Tue May 19 21:22:58 +0000 2020,RT @hicusick: Back in the fall!!! @macgyvercbs https://t.co/1iKgk8qQgm,0.0,0.0,1.0,0.0,54
154,@CBS,Tue May 19 21:22:50 +0000 2020,RT @TVGuide: Here's @CBS's Fall 2020 tv schedule https://t.co/YReZdRvytW https://t.co/N6dvcNdlkc,0.0,0.0,1.0,0.0,55
155,@CBS,Tue May 19 21:22:34 +0000 2020,RT @Cudlitz: #Clarice is coming to @cbs. Could not be more proud of this talented group. @Alex_Kurtzman #jennylemut @BecEBreeds @kalpenn #n…,0.1354,0.132,0.758,0.111,56
156,@CBS,Tue May 19 19:25:24 +0000 2020,"Acclaimed Executive Producers @Alex_Kurtzman and Jenny Lumet talk about their new drama #Clarice, coming soon to CB… https://t.co/BMEBRizKOg",0.0,0.0,1.0,0.0,57
157,@CBS,Tue May 19 19:24:12 +0000 2020,"Before #TheEqualizer joins the New 2020-2021 CBS Primetime Schedule, Executive Producer and Star @QueenLatifah and… https://t.co/2zZH1GMzJY",0.0,0.0,1.0,0.0,58
158,@CBS,Tue May 19 19:20:33 +0000 2020,"From Executive Producers Chuck Lorre and Marco Pennette comes #BPositive, a new CBS comedy about getting a life. https://t.co/6hzgboonZT",0.3612,0.122,0.878,0.0,59
159,@CBS,Tue May 19 19:19:00 +0000 2020,We're so excited to share the New 2020-2021 CBS Primetime Schedule with you. For more information about the new lin… https://t.co/6QD5FgFHrg,0.6318,0.213,0.787,0.0,60
160,@CBS,Tue May 19 18:04:08 +0000 2020,RT @thegoodfight: Psst... Hey! Have a friend who still hasn't seen #TheGoodFight? Now's the time to change that with a one month free trial…,0.7777,0.236,0.764,0.0,61
161,@CBS,Mon May 18 23:55:17 +0000 2020,RT @TheTalkCBS: The hosts play a quarantine “Quickie Deals” version of @letsmakeadeal with @WayneBrady and Jonathan Mangum (@Mangum1) and d…,0.34,0.112,0.888,0.0,62
162,@CBS,Mon May 18 23:26:20 +0000 2020,"Near, far, wherever you are, #CBSMovieNight has Titanic this week. We set sail this Sunday at 7pm/6c on CBS and… https://t.co/dREVRylekC",0.0,0.0,1.0,0.0,63
163,@CBS,Mon May 18 21:31:17 +0000 2020,"RT @broke: On this week's new #JaimesHappyHour, #Broke's @JaimeCamil welcomes the hilarious @IanKarmel from the new CBS show @GameOn and Th…",0.3818,0.206,0.687,0.107,64
164,@CBS,Mon May 18 20:24:16 +0000 2020,"As we continue to experience these strange times, remember to stay connected. #AloneTogether https://t.co/49hz15cO3k",-0.2023,0.0,0.878,0.122,65
165,@CBS,Mon May 18 02:30:07 +0000 2020,"Thanks for watching #MissionImpossible with us. Tune in Sunday, May 24 at 7/6c for next week's #CBSMovieNight, Tita… https://t.co/osqY9RXH1s",0.4404,0.139,0.861,0.0,66
166,@CBS,Mon May 18 02:29:48 +0000 2020,"Same, after watching all that action. #CBSMovieNight https://t.co/tR8HSjj8hj",0.0,0.0,1.0,0.0,67
167,@CBS,Mon May 18 02:25:21 +0000 2020,It's the conductor's last day before retirement. He doesn't have time for this. #CBSMovieNight https://t.co/Wtp9kNz3pN,0.0,0.0,1.0,0.0,68
168,@CBS,Mon May 18 02:24:23 +0000 2020,We love an old-timey chunnel pursuit sequence. What's your favorite stunt from the #MissionImpossible movies?… https://t.co/xWVTWHQWFT,0.802,0.34,0.66,0.0,69
169,@CBS,Mon May 18 02:22:40 +0000 2020,"How we remember our commute

#CBSMovieNight https://t.co/68aYfEZWKx",0.0,0.0,1.0,0.0,70
170,@CBS,Mon May 18 02:07:30 +0000 2020,@JohnGumm @Bob_Herzog @Local12 @dopplertim @TomCruise There's still time. https://t.co/5CBa38hzbR,0.0,0.0,1.0,0.0,71
171,@CBS,Mon May 18 02:05:47 +0000 2020,"@TeamRickandIlsa Especially the tall, bearded Russian guy in the beginning of the movie! 😉 #CBSMovieNight",0.0,0.0,1.0,0.0,72
172,@CBS,Mon May 18 02:04:50 +0000 2020,@ReparSandra We're in for the long haul! Just wait until Titanic next week.  😊 #CBSMovieNight https://t.co/CGB12ljHsk,0.7424,0.259,0.741,0.0,73
173,@CBS,Mon May 18 02:00:00 +0000 2020,"Inspired by another classic, THAT scene is even more iconic than you may have thought. #CBSMovieNight https://t.co/omQnD2D4Is",0.4939,0.167,0.833,0.0,74
174,@CBS,Mon May 18 01:59:24 +0000 2020,@CathyWanza We remember (but we're like 90). 😉 https://t.co/RwBgd4LnPe,0.5023,0.265,0.735,0.0,75
175,@CBS,Mon May 18 01:50:11 +0000 2020,@MrPEC_Tacular https://t.co/F0WOmcacKQ,0.0,0.0,1.0,0.0,76
176,@CBS,Mon May 18 01:38:38 +0000 2020,"When you discover you're out of hand sanitizer 

#CBSMovieNight https://t.co/FUX8jo5HCJ",0.4939,0.262,0.738,0.0,77
177,@CBS,Mon May 18 01:37:18 +0000 2020,"Does anyone have this level of core strength at this point of the quarantine? OK, probably @TomCruise.… https://t.co/SPsnWXT2Mw",0.4939,0.158,0.842,0.0,78
178,@CBS,Mon May 18 01:35:41 +0000 2020,"To be honest, didn't we all have this look of anxiety when working on computers in 1996? #CBSMovieNight https://t.co/yIPO3tL22I",0.3818,0.15,0.773,0.077,79
179,@CBS,Mon May 18 01:35:13 +0000 2020,It's weird to think that this is how we used to read email. #CBSMovieNight https://t.co/nz4CzzhGAu,-0.1779,0.0,0.892,0.108,80
180,@CBS,Mon May 18 01:22:49 +0000 2020,"Ethan's really cruising.

Oh, we see what we did there. #CBSMovieNight https://t.co/i89gn4sJud",0.0,0.0,1.0,0.0,81
181,@CBS,Mon May 18 01:21:19 +0000 2020,Pssh. Of course the answer is that Tom Cruise does his own stunts. 🙃 https://t.co/TfqO1dYXiX,0.0,0.0,1.0,0.0,82
182,@CBS,Mon May 18 01:02:10 +0000 2020,What we say when we encounter two doctors. (We'll see ourselves out.) #CBSMovieNight https://t.co/3w4ybsfFHh,0.0,0.0,1.0,0.0,83
183,@CBS,Mon May 18 01:00:18 +0000 2020,Who was Tom Cruise’s Stunt Double in #MissionImpossible? #CBSMovieNight,0.0,0.0,1.0,0.0,84
184,@CBS,Mon May 18 00:49:56 +0000 2020,"Remember when we had to type ""INTERNET ACCESS"" to log on to the internet? Neither do we. #CBSMovieNight https://t.co/qv9Z4bbKsw",0.0,0.0,1.0,0.0,85
185,@CBS,Mon May 18 00:47:35 +0000 2020,#TFW when you forget why you walked in this room. #CBSMovieNight https://t.co/kAEBGTWgQj,-0.2263,0.0,0.853,0.147,86
186,@CBS,Mon May 18 00:38:31 +0000 2020,"In the end, the aquarium restaurant tanked.

See @TomCruise talk to @etnow back in 1996 about the making of the res… https://t.co/sC1Jch3raa",0.0,0.0,1.0,0.0,87
187,@CBS,Mon May 18 00:36:56 +0000 2020,"Logging into your tenth Zoom meeting of the day

#CBSMovieNight https://t.co/c7MJHMQiSX",0.0,0.0,1.0,0.0,88
188,@CBS,Mon May 18 00:35:35 +0000 2020,The correct answer was Job 314. https://t.co/ww4IP4Uc8L,0.0,0.0,1.0,0.0,89
189,@CBS,Mon May 18 00:30:11 +0000 2020,We bet today's spies dress more business casual. #CBSMovieNight https://t.co/H058l9jEsU,0.2682,0.188,0.812,0.0,90
190,@CBS,Mon May 18 00:30:00 +0000 2020,An all-time action film with a more stealthy take on the star of the show. #CBSMovieNight https://t.co/usLr0kv5t6,-0.101,0.0,0.92,0.08,91
191,@CBS,Mon May 18 00:24:17 +0000 2020,"@frid_barnabas Yeah, it is. 😊 https://t.co/r9oxrfjTo6",0.802,0.539,0.461,0.0,92
192,@CBS,Mon May 18 00:23:16 +0000 2020,"RT @CBSAllAccess: Your mission, should you choose to accept it: join us to watch #MissionImpossible on @CBS and #CBSAllAccess LIVE! #CBSMov…",0.6239,0.211,0.789,0.0,93
193,@CBS,Mon May 18 00:15:28 +0000 2020,Ethan Hunt figures out the connection between a Bible verse and a hidden identity. What was the code name? #CBSMovieNight,0.0,0.0,1.0,0.0,94
194,@CBS,Mon May 18 00:13:45 +0000 2020,"Trying to determine which show you're going to binge next like

#CBSMovieNight https://t.co/ntVcicJdpz",0.3612,0.172,0.828,0.0,95
195,@CBS,Mon May 18 00:11:55 +0000 2020,"Stop trying to make ""Hasta lasagna, don't get any on ya"" happen, Jack. #CBSMovieNight https://t.co/3keX7hBadd",-0.296,0.0,0.864,0.136,96
196,@CBS,Mon May 18 00:09:26 +0000 2020,Mission: Adorable. And Deadly #CBSMovieNight https://t.co/i2cFUROtjD,0.4939,0.39,0.61,0.0,97
197,@CBS,Mon May 18 00:08:50 +0000 2020,"""We need to talk"" is a look. #CBSMovieNight https://t.co/Px2ToxbaXe",0.0,0.0,1.0,0.0,98
198,@CBS,Mon May 18 00:08:14 +0000 2020,This advice is what makes us such an effective spy while sheltering in place. #CBSMovieNight https://t.co/IVTcXsgriu,0.4767,0.171,0.829,0.0,99
199,@CBS,Mon May 18 00:06:27 +0000 2020,"When you listen to the #MissionImpossible theme song, but like, *really* listen to it.

Did you know this movie's v… https://t.co/ssL56uTCUS",0.5023,0.14,0.86,0.0,100
200,@CNN,Sun May 24 00:45:05 +0000 2020,The nation's rental car companies are in deep trouble. And that's another blow for the already struggling auto indu… https://t.co/Xn7k4t6hA5,-0.6705,0.0,0.766,0.234,1
201,@CNN,Sun May 24 00:30:05 +0000 2020,"""Look, I know your anger, but recusal was required by law. I did my duty &amp; you're damn fortunate I did. It protecte… https://t.co/W1ah6yr711",-0.2617,0.125,0.683,0.192,2
202,@CNN,Sun May 24 00:21:01 +0000 2020,"Now that Ramadan has ended, Eid al-Fitr, one of the most festive holidays in Islam, will be a somber affair, just l… https://t.co/sXqIRAgXyP",0.5222,0.213,0.69,0.097,3
203,@CNN,Sun May 24 00:15:03 +0000 2020,A 20-year-old man is facing assault and battery charges after a video surfaced of him attacking a 75-year-old man a… https://t.co/5uAoqOidoh,-0.836,0.0,0.669,0.331,4
204,@CNN,Sun May 24 00:00:14 +0000 2020,A school surprised a little girl by including a photo of her service dog in the yearbook https://t.co/QUjNjAgEwH,0.2263,0.101,0.899,0.0,5
205,@CNN,Sat May 23 23:45:05 +0000 2020,Johnson &amp; Johnson is abandoning a product that it may be most identified with and has been selling for more than 10… https://t.co/kdRV7MoVwf,-0.3818,0.0,0.894,0.106,6
206,@CNN,Sat May 23 23:30:07 +0000 2020,"Growing evidence suggests that Covid-19 infection, like with other illnesses, is related to prolonged time exposed… https://t.co/Cp1QucqRWv",0.0,0.196,0.654,0.15,7
207,@CNN,Sat May 23 23:15:03 +0000 2020,Millions of cicadas are expected to emerge this year after 17 years underground https://t.co/f6GqE4iU7l,0.0,0.0,1.0,0.0,8
208,@CNN,Sat May 23 23:00:28 +0000 2020,A probing look into the stories behind the rise of the most infamous tabloid in American history. Witness the shock… https://t.co/q4J6rLe7oI,0.0,0.0,1.0,0.0,9
209,@CNN,Sat May 23 22:46:02 +0000 2020,"An Oregon family got quite the surprise when one of their farm cats gave birth to a litter of six kittens, includin… https://t.co/Cf2BCpn1EZ",0.3353,0.098,0.902,0.0,10
210,@CNN,Sat May 23 22:30:09 +0000 2020,New York Gov. Andrew Cuomo's office deflected questions about a report from The Associated Press that the state sen… https://t.co/41aAeI39Zh,0.0,0.0,1.0,0.0,11
211,@CNN,Sat May 23 22:15:06 +0000 2020,"Without access to water and sanitation, basic precautions like handwashing are major challenges in parts of the dev… https://t.co/qYZtdJCZMY",0.4754,0.194,0.806,0.0,12
212,@CNN,Sat May 23 22:00:08 +0000 2020,There may be hope yet for NBA fans. The NBA and the National Basketball Players Association are in talks with The W… https://t.co/m6ADo9NMix,0.4404,0.116,0.884,0.0,13
213,@CNN,Sat May 23 21:45:04 +0000 2020,"A hairstylist worked while symptomatic and exposed 91 people to coronavirus, according to health officials. https://t.co/m1vLHbmXvL",-0.0772,0.0,0.92,0.08,14
214,@CNN,Sat May 23 21:30:03 +0000 2020,North Dakota Gov. Doug Burgum became emotional Friday as he pleaded with residents not to divide themselves over ma… https://t.co/y3LqyibesY,0.1531,0.078,0.922,0.0,15
215,@CNN,Sat May 23 21:15:03 +0000 2020,"Sitting in marked socially distanced circles in parks, hugging through plastic, masks everywhere - this is our new… https://t.co/IfCuEzMI5n",0.4215,0.135,0.865,0.0,16
216,@CNN,Sat May 23 21:01:08 +0000 2020,"Chief Justice John Roberts dedicated remarks to his son's graduating high school class to Covid-19, telling the sen… https://t.co/JWAkmPJYvE",0.7506,0.274,0.726,0.0,17
217,@CNN,Sat May 23 20:52:04 +0000 2020,Trump's campaign is planning to launch a $1 million advertising attack centered around Biden's comment to a popular… https://t.co/HetyHLQmgg,-0.4767,0.0,0.853,0.147,18
218,@CNN,Sat May 23 20:48:35 +0000 2020,"Americans took a small and cautious step to return to the skies this weekend, the start of the traditional summer t… https://t.co/SJdY5nRqJV",-0.1027,0.0,0.938,0.062,19
219,@CNN,Sat May 23 20:41:03 +0000 2020,"President Trump was seen golfing at his Virginia club, marking his first visit to one of his golf properties since… https://t.co/Vzujac3q0N",0.0,0.0,1.0,0.0,20
220,@CNN,Sat May 23 20:31:03 +0000 2020,"An Ohio teenager missing since Sunday has been found, the Highland County sheriff said
https://t.co/C82xzfjE3J",-0.296,0.0,0.864,0.136,21
221,@CNN,Sat May 23 20:20:03 +0000 2020,"During a recession, the cannabis industry's focus will be on the people who consider this good to be essential and… https://t.co/TNF9FOGdj9",0.1469,0.134,0.755,0.111,22
222,@CNN,Sat May 23 20:15:47 +0000 2020,President Trump's visit to Arlington National Cemetery to commemorate Memorial Day is happening in spite of a plea… https://t.co/7LJp3VoRbo,-0.5267,0.0,0.841,0.159,23
223,@CNN,Sat May 23 20:10:02 +0000 2020,Miami-Dade authorities have arrested and charged a woman in the death of her 9-year-old son with autism after they… https://t.co/bs7xapTFx9,-0.8316,0.0,0.659,0.341,24
224,@CNN,Sat May 23 20:00:10 +0000 2020,A bald eagle is finally able to fly home after spending two months recovering from lead poisoning https://t.co/u9xUWmJuAH,-0.5859,0.0,0.817,0.183,25
225,@CNN,Sat May 23 19:53:06 +0000 2020,"There are some who say that if anyone is offended by Biden's latest comments, they aren't paying attention to what… https://t.co/aq9IBmwZjO",-0.25,0.0,0.909,0.091,26
226,@CNN,Sat May 23 19:44:02 +0000 2020,"As doctors struggle valiantly to save lives, the country's President, Jair Bolsonaro, seems more focused on another… https://t.co/cHB2zQelpP",0.5849,0.26,0.641,0.098,27
227,@CNN,Sat May 23 19:33:06 +0000 2020,"Texas Attorney General Ken Paxton, long at the forefront of Republican efforts to undo Obama-era policies through t… https://t.co/j0HxtlXuWE",0.0,0.0,1.0,0.0,28
228,@CNN,Sat May 23 19:30:09 +0000 2020,"Sitting in marked socially distanced circles in parks, hugging through plastic, masks everywhere - this is our new… https://t.co/E7Eq1NXxWR",0.4215,0.135,0.865,0.0,29
229,@CNN,Sat May 23 19:23:04 +0000 2020,"A 1-year-old chef is cooking up a storm on social media, with more than a million followers on Instagram tuning in… https://t.co/0sJs1jxdBC",0.0,0.0,1.0,0.0,30
230,@CNN,Sat May 23 19:13:09 +0000 2020,"RT @CNNnewsroom: -What will classrooms look like in the fall?

-If you have one child who is immune-compromised, should all your kids stay…",0.3612,0.102,0.898,0.0,31
231,@CNN,Sat May 23 19:13:03 +0000 2020,"Federal officials issued warning letters to two groups this week, accusing them of selling fraudulent and unapprove… https://t.co/vsQ3r5OXwI",-0.743,0.0,0.673,0.327,32
232,@CNN,Sat May 23 19:03:03 +0000 2020,"President Trump made another play to his base, declaring churches and houses of worship ""essential"" and sharply war… https://t.co/jpizgOLVrp",0.5574,0.213,0.787,0.0,33
233,@CNN,Sat May 23 18:53:02 +0000 2020,The drop in air travel due to the Covid-19 pandemic has meant that Alaska's Anchorage International Airport has ove… https://t.co/Zjxh9wFHR5,-0.2732,0.0,0.9,0.1,34
234,@CNN,Sat May 23 18:43:07 +0000 2020,"An ADHD coach and educator share how parents can help their kids thrive in remote learning, balance homeschooling w… https://t.co/hA3LLO8U5M",0.5994,0.214,0.786,0.0,35
235,@CNN,Sat May 23 18:33:05 +0000 2020,"Georgia is definitely in play in the 2020 presidential election, even if it isn't as strong a pickup opportunity fo… https://t.co/jtjAsgnCj3",0.6367,0.286,0.616,0.098,36
236,@CNN,Sat May 23 18:22:07 +0000 2020,"CNN talked to ""Top Chef"" and ""Mind of a Chef"" alum Ed Lee, who has restaurants in Louisville, Kentucky, and around… https://t.co/kvzFo9hoTh",0.2023,0.079,0.921,0.0,37
237,@CNN,Sat May 23 18:12:04 +0000 2020,Thrift stores around the country are getting a deluge of donations from people who've had months to think about the… https://t.co/0JoDb92LD2,0.0,0.0,1.0,0.0,38
238,@CNN,Sat May 23 18:00:13 +0000 2020,When do you think this pandemic began? Join @FareedZakaria to learn what he discovered. CNN Special Report – China’… https://t.co/dXMKBVAY2l,0.5994,0.214,0.786,0.0,39
239,@CNN,Sat May 23 17:54:04 +0000 2020,"Fred Yonnet offers a creative solution to unite his band, Frederic Yonnet and The Band with No Name, and play safel… https://t.co/A2LZ3G0gm3",0.6597,0.273,0.647,0.079,40
240,@CNN,Sat May 23 17:44:03 +0000 2020,Joe Biden is adopting some of his former Democratic presidential primary rivals' best-known tactics as he seeks to… https://t.co/4v8w8nyNnx,0.0,0.0,1.0,0.0,41
241,@CNN,Sat May 23 17:33:04 +0000 2020,"Astronomers have spotted a massive disk galaxy, not unlike our own, that formed 12.5 billion years ago when our 13.… https://t.co/beAmiH1qxY",0.0,0.0,1.0,0.0,42
242,@CNN,Sat May 23 17:22:03 +0000 2020,Moderna's chief financial officer and chief medical officer executed options and sold nearly $30 million of shares… https://t.co/2QPjrr7t0Z,0.0,0.0,1.0,0.0,43
243,@CNN,Sat May 23 17:18:46 +0000 2020,".@npwcnn goes inside one of Sao Paulo’s favelas, home to some of Brazil’s poorest areas, where emergency workers ar… https://t.co/9P79S9BKbq",-0.7269,0.0,0.747,0.253,44
244,@CNN,Sat May 23 17:11:03 +0000 2020,NASA is seeking US citizens for an eight-month study on social isolation in preparation for missions to Mars and th… https://t.co/pY4DONC6WN,-0.4019,0.0,0.881,0.119,45
245,@CNN,Sat May 23 17:00:15 +0000 2020,Nike has turned to King James to carry out its latest message about how sports can teach us a lot about hope and pe… https://t.co/RMLbUOJBze,0.4404,0.108,0.892,0.0,46
246,@CNN,Sat May 23 16:44:06 +0000 2020,Rescue crews have retrieved the data recorder from the Pakistan International Airlines plane that crashed on Friday… https://t.co/beFLms7RmX,0.5106,0.163,0.837,0.0,47
247,@CNN,Sat May 23 16:33:04 +0000 2020,Spandau Ballet front man and 1980s icon Tony Hadley has stepped in to solve a bizarre controversy erupting in Singa… https://t.co/fj2XmQoYoX,-0.128,0.078,0.823,0.1,48
